CoastalBlue,Blue,GreenI,Green,Yellow,Red,RedEdge,NIR,Class
507.0,388.0,610.0,673.0,590.0,421.0,1085.0,4164.0,dense_vegetation
402.0,401.0,587.0,733.0,540.0,427.0,1178.0,4131.0,dense_vegetation
439.0,377.0,584.0,734.0,519.0,365.0,1201.0,3970.0,dense_vegetation
421.0,379.0,602.0,743.0,540.0,371.0,1254.0,3859.0,dense_vegetation
395.0,387.0,688.0,782.0,576.0,379.0,1325.0,4096.0,dense_vegetation
464.0,372.0,589.0,700.0,538.0,345.0,1156.0,3876.0,dense_vegetation
399.0,377.0,583.0,642.0,535.0,370.0,1090.0,3680.0,dense_vegetation
443.0,380.0,516.0,647.0,513.0,366.0,1004.0,3710.0,dense_vegetation
401.0,364.0,545.0,586.0,481.0,369.0,924.0,3952.0,dense_vegetation
439.0,378.0,549.0,579.0,486.0,366.0,872.0,3999.0,dense_vegetation
512.0,393.0,620.0,764.0,637.0,435.0,1240.0,4344.0,dense_vegetation
438.0,403.0,612.0,695.0,564.0,409.0,1156.0,4289.0,dense_vegetation
447.0,397.0,594.0,705.0,550.0,419.0,1077.0,4474.0,dense_vegetation
451.0,400.0,626.0,706.0,593.0,431.0,1083.0,4416.0,dense_vegetation
450.0,430.0,630.0,741.0,598.0,406.0,1175.0,4621.0,dense_vegetation
446.0,424.0,644.0,752.0,585.0,442.0,1155.0,4495.0,dense_vegetation
457.0,413.0,596.0,745.0,599.0,455.0,1174.0,4467.0,dense_vegetation
454.0,395.0,625.0,741.0,601.0,462.0,1228.0,4244.0,dense_vegetation
442.0,392.0,553.0,719.0,583.0,417.0,1177.0,3712.0,dense_vegetation
415.0,403.0,596.0,742.0,598.0,422.0,1235.0,3754.0,dense_vegetation
419.0,374.0,666.0,781.0,570.0,401.0,1253.0,4088.0,dense_vegetation
427.0,377.0,616.0,719.0,582.0,355.0,1157.0,3975.0,dense_vegetation
434.0,384.0,618.0,706.0,576.0,353.0,1114.0,3695.0,dense_vegetation
418.0,395.0,581.0,700.0,527.0,378.0,1094.0,3819.0,dense_vegetation
434.0,367.0,551.0,642.0,490.0,374.0,1015.0,4030.0,dense_vegetation
437.0,353.0,535.0,594.0,493.0,354.0,1009.0,4171.0,dense_vegetation
470.0,420.0,631.0,723.0,625.0,423.0,1187.0,4236.0,dense_vegetation
437.0,397.0,598.0,699.0,557.0,414.0,1177.0,4536.0,dense_vegetation
438.0,401.0,583.0,670.0,527.0,408.0,1017.0,4404.0,dense_vegetation
446.0,408.0,616.0,682.0,595.0,422.0,1019.0,4260.0,dense_vegetation
459.0,441.0,606.0,752.0,605.0,396.0,1241.0,4596.0,dense_vegetation
468.0,425.0,662.0,793.0,599.0,459.0,1254.0,4742.0,dense_vegetation
459.0,419.0,630.0,781.0,612.0,455.0,1271.0,4584.0,dense_vegetation
470.0,400.0,641.0,752.0,590.0,488.0,1276.0,4218.0,dense_vegetation
429.0,413.0,590.0,733.0,597.0,468.0,1299.0,3552.0,dense_vegetation
414.0,393.0,629.0,757.0,611.0,445.0,1302.0,3823.0,dense_vegetation
378.0,382.0,611.0,714.0,554.0,399.0,1140.0,3854.0,dense_vegetation
431.0,379.0,594.0,706.0,553.0,358.0,1110.0,3801.0,dense_vegetation
437.0,390.0,622.0,734.0,570.0,376.0,1152.0,3913.0,dense_vegetation
423.0,395.0,589.0,701.0,550.0,387.0,1176.0,4165.0,dense_vegetation
429.0,359.0,557.0,648.0,495.0,374.0,1037.0,4006.0,dense_vegetation
441.0,347.0,535.0,583.0,468.0,360.0,1010.0,4227.0,dense_vegetation
434.0,383.0,644.0,701.0,561.0,418.0,1200.0,4609.0,dense_vegetation
370.0,375.0,598.0,676.0,554.0,419.0,1153.0,4504.0,dense_vegetation
417.0,401.0,598.0,700.0,574.0,421.0,1167.0,4367.0,dense_vegetation
491.0,434.0,656.0,753.0,605.0,432.0,1243.0,4690.0,dense_vegetation
507.0,439.0,613.0,741.0,589.0,440.0,1221.0,4686.0,dense_vegetation
454.0,425.0,626.0,734.0,611.0,439.0,1241.0,4501.0,dense_vegetation
463.0,420.0,672.0,753.0,614.0,451.0,1252.0,4283.0,dense_vegetation
460.0,370.0,629.0,707.0,571.0,452.0,1160.0,3809.0,dense_vegetation
437.0,400.0,630.0,716.0,563.0,444.0,1107.0,3684.0,dense_vegetation
467.0,397.0,574.0,676.0,545.0,400.0,1065.0,3747.0,dense_vegetation
414.0,346.0,565.0,679.0,558.0,375.0,1042.0,3641.0,dense_vegetation
415.0,382.0,605.0,726.0,569.0,387.0,1176.0,3859.0,dense_vegetation
426.0,378.0,634.0,713.0,503.0,376.0,1163.0,4538.0,dense_vegetation
397.0,365.0,537.0,627.0,484.0,331.0,1003.0,4176.0,dense_vegetation
460.0,368.0,525.0,591.0,496.0,341.0,948.0,4089.0,dense_vegetation
406.0,400.0,588.0,700.0,550.0,433.0,1143.0,4697.0,dense_vegetation
455.0,384.0,596.0,717.0,588.0,422.0,1244.0,4354.0,dense_vegetation
457.0,380.0,612.0,745.0,603.0,436.0,1218.0,4365.0,dense_vegetation
435.0,424.0,664.0,753.0,609.0,433.0,1164.0,4550.0,dense_vegetation
470.0,372.0,560.0,662.0,497.0,443.0,1027.0,4235.0,dense_vegetation
439.0,413.0,617.0,717.0,577.0,429.0,1106.0,4177.0,dense_vegetation
455.0,423.0,666.0,764.0,627.0,470.0,1241.0,4276.0,dense_vegetation
439.0,395.0,630.0,695.0,578.0,435.0,1115.0,3726.0,dense_vegetation
425.0,398.0,607.0,696.0,577.0,405.0,1094.0,3673.0,dense_vegetation
394.0,388.0,588.0,672.0,539.0,396.0,1031.0,3558.0,dense_vegetation
434.0,387.0,582.0,700.0,535.0,382.0,1040.0,3701.0,dense_vegetation
435.0,375.0,566.0,693.0,551.0,382.0,1076.0,3984.0,dense_vegetation
423.0,387.0,566.0,656.0,486.0,356.0,1109.0,4103.0,dense_vegetation
410.0,369.0,524.0,613.0,463.0,345.0,1025.0,3930.0,dense_vegetation
414.0,374.0,533.0,633.0,484.0,361.0,1057.0,4012.0,dense_vegetation
421.0,401.0,596.0,687.0,541.0,443.0,1071.0,4540.0,dense_vegetation
447.0,388.0,604.0,713.0,558.0,417.0,1153.0,4441.0,dense_vegetation
445.0,395.0,624.0,739.0,566.0,436.0,1157.0,4489.0,dense_vegetation
421.0,410.0,658.0,720.0,582.0,429.0,1100.0,4447.0,dense_vegetation
451.0,395.0,572.0,660.0,510.0,431.0,1019.0,3909.0,dense_vegetation
458.0,414.0,638.0,725.0,547.0,416.0,1126.0,4148.0,dense_vegetation
414.0,378.0,642.0,746.0,605.0,447.0,1272.0,4400.0,dense_vegetation
427.0,405.0,602.0,665.0,569.0,409.0,1070.0,3731.0,dense_vegetation
431.0,401.0,583.0,678.0,566.0,387.0,1060.0,3617.0,dense_vegetation
410.0,393.0,581.0,651.0,566.0,384.0,1035.0,3465.0,dense_vegetation
427.0,401.0,574.0,656.0,544.0,374.0,1060.0,3639.0,dense_vegetation
431.0,388.0,569.0,649.0,526.0,388.0,1033.0,3799.0,dense_vegetation
405.0,382.0,547.0,624.0,459.0,345.0,1037.0,3994.0,dense_vegetation
435.0,367.0,528.0,632.0,496.0,348.0,957.0,3802.0,dense_vegetation
418.0,382.0,546.0,660.0,487.0,364.0,1051.0,3999.0,dense_vegetation
449.0,393.0,646.0,724.0,593.0,418.0,1109.0,4462.0,dense_vegetation
447.0,406.0,631.0,705.0,571.0,419.0,1141.0,4561.0,dense_vegetation
449.0,393.0,588.0,660.0,560.0,412.0,1049.0,4269.0,dense_vegetation
450.0,404.0,602.0,650.0,520.0,462.0,1102.0,3930.0,dense_vegetation
441.0,394.0,605.0,697.0,588.0,455.0,1115.0,4149.0,dense_vegetation
446.0,394.0,634.0,700.0,579.0,443.0,1204.0,4185.0,dense_vegetation
472.0,393.0,593.0,687.0,558.0,398.0,1102.0,4184.0,dense_vegetation
438.0,385.0,560.0,651.0,541.0,366.0,1075.0,3806.0,dense_vegetation
429.0,377.0,545.0,654.0,513.0,353.0,1022.0,3791.0,dense_vegetation
426.0,387.0,530.0,611.0,476.0,358.0,1038.0,3524.0,dense_vegetation
418.0,375.0,556.0,636.0,484.0,365.0,962.0,3865.0,dense_vegetation
430.0,367.0,507.0,619.0,493.0,361.0,919.0,3687.0,dense_vegetation
435.0,382.0,523.0,602.0,484.0,348.0,941.0,3745.0,dense_vegetation
415.0,368.0,588.0,689.0,525.0,399.0,1023.0,4005.0,dense_vegetation
390.0,411.0,622.0,729.0,601.0,376.0,1124.0,4397.0,dense_vegetation
463.0,409.0,625.0,713.0,598.0,458.0,1072.0,4443.0,dense_vegetation
